skifti	64	skipti	1
stud	64	None	0
eimr	63	None	0
sjerstaklega	63	sérstaklega	1
sjest	63	sést	1
stód	63	stóð	1
varid	63	varið	1
verd	63	verð	1
fjallk	62	None	0
hvørn	62	! [hvorn, hvern]	0
íslendínga	62	íslendinga	1
juris	62	None	0
misti	62	missti	1
ur	62	None	0
napoleon	61	None	0
ráda	61	ráða	1
sjúklíngur	61	sjúklingur	1
skipid	61	skipið	1
þýzka	61	þýska	1
chr	60	None	0
eckért	60	ekkert	1
fjelagsins	60	félagsins	1
fridrik	60	friðrik	1
goethe	60	None	0
landid	60	landið	1
ljetu	60	létu	1
løndum	60	löndum	1
nockur	60	nokkur	1
hafid	59	hafið	1
kaupmannahøfn	59	kaupmannahöfn	1
maji	59	maí	1
paa	59	None	0
þínginu	59	þinginu	1
br	58	None	0
þareð	58	! þar eð	0
danmørku	57	danmörku	1
hvørki	57	hvorki	1
magyarar	57	None	0
nád	57	náð	1
skada	57	skaða	1
u	57	None	0
x	57	None	0
ýmsra	57	! ýmissa	0
cap	56	None	0
dønsku	56	dönsku	1
hjet	56	hét	1
kína-lífs-elixír	56	None	0
ld	56	None	0
síðastl	56	síðasti	1
vetr	56	vetur	1
viii	56	None	0
annarar	55	annarrar	1
f	55	None	0
gódu	55	góðu	1
alþíngi	54	alþingi	1
eitthvad	54	eitthvað	1
fjell	54	féll	1
island	54	ísland	1
sz	54	None	0
virdist	54	virðist	1
géti	53	geti	1
høfud	53	höfuð	1
íslendíngar	53	íslendingar	1
jóh	53	None	0
om	53	None	0
rjetta	53	rétta	1
stendr	53	stendur	1
þjód	53	þjóð	1
alþíng	52	! alþing	0
ílla	52	illa	1
jørd	52	jörð	1
meiníngu	52	meiningu	1
nockru	52	nokkru	1
ordinn	52	orðinn	1
ega	51	eiga	1
íslenzkri	51	íslenskri	1
köbenhavn	51	None	0
leingi	51	lengi	1
rvíkur	51	None	0
tekizt	51	tekist	1
winnipeg	51	None	0
þartil	51	! þar til	0
ej	50	! [ei, eigi]	0
eptirtekt	50	eftirtekt	1
fjelagið	50	félagið	1
meiru	50	None	0
moore	50	None	0
nokkuru	50	nokkru	1
þíng	50	þing	1
bismarck	49	None	0
børnin	49	börnin	1
fjelag	49	félag	1
ilt	49	illt	1
magyara	49	None	0
svoad	49	! svo að	0
ætladi	48	ætlaði	1
dick	48	None	0
féck	48	fékk	1
hjerna	48	hérna	1
höfdu	48	höfðu	1
hvørri	48	! [hverri, hvorri]	0
la	48	None	0
lézt	48	lést	1
m	48	None	0
þid	48	þið	1
ætlazt	47	ætlast	1
atridi	47	atriði	1
einkis	47	einskis	1
eller	47	None	0
framh	47	None	0
góda	47	góða	1
íslenzkan	47	íslenskan	1
otto	47	None	0
se	47	None	0
sighvatr	47	sighvatur	1
skømmu	47	skömmu	1
þa	47	þá	1
þýdskalandi	47	þýskalandi	1
ath	46	None	0
døgum	46	dögum	1
edli	46	eðli	1
egin	46	eigin	1
enum	46	! hinum	0
fremr	46	fremur	1
ja	46	!	0
mart	46	! margt	0
máské	46	! máski	0
næstl	46	None	0
niðr	46	niður	1
peníngum	46	peningum	1
stadnum	46	staðnum	1
ved	46	veð	1
annadhvørt	45	annaðhvort	1
du	45	None	0
fadir	45	faðir	1
gód	45	góð	1
laura	45	None	0
leida	45	leiða	1
min	45	! mín	0
vèr	45	vér	1
þvíad	45	! því að	0
mvd	44	None	0
vyrdist	44	virðist	1
adrar	43	aðrar	1
bækr	43	bækur	1
d	43	None	0
eckert	43	ekkert	1
félagid	43	félagið	1
fundizt	43	fundist	1
hérumbil	43	! hér um bil	0
kyrt	43	kyrrt	1
lánga	43	langa	1
laungu	43	löngu	1
md	43	None	0
norvegi	43	! noregi	0
tídindum	43	tíðindum	1
to	43	None	0
almenníngs	42	almennings	1
and	42	None	0
brádum	42	bráðum	1
ferd	42	ferð	1
haustid	42	haustið	1
løg	42	lög	1
nockrum	42	nokkrum	1
reykjavp	42	None	0
almenníngi	41	almenningi	1
bókmentum	41	bókmenntum	1
danske	41	None	0
fødur	41	föður	1
gétid	41	getið	1
hendr	41	hendur	1
jørdu	41	jörðu	1
júlii	41	júlí	1
rjettu	41	réttu	1
sd	41	None	0
síðd	41	None	0
verzla	41	versla	1
waldemar	41	None	0
ydr	41	yður	1
þekt	41	þekkt	1
þvínæst	41	! því næst	0
borid	40	borið	1
die	40	None	0
eptirfylgjandi	40	eftirfylgjandi	1
feingid	40	fengið	1
g	40	None	0
gódur	40	góður	1
har	40	None	0
konúng	40	konung	1
kostnad	40	kostnað	1
løgum	40	lögum	1
millíónir	40	milljónir	1
reynzt	40	reynst	1
svosem	40	! svo sem	0
tíd	40	tíð	1
fèlagsins	39	félagsins	1
fleiru	39	!	0
hndr	39	None	0
hvørra	39	! [hverra, hvorra]	0
íslenzkur	39	íslenskur	1
skpd	39	None	0
tilgángi	39	tilgangi	1
yrdu	39	yrðu	1
þaradauki	39	! þar að auki	0
beecher	38	None	0
elztu	38	elstu	1
gódum	38	góðum	1
h	38	None	0
íslenzkir	38	íslenskir	1
jellachich	38	None	0
kríng	38	kring	1
minnzt	38	minnst	1
øldúngis	38	öldungis	1
skipstj	38	None	0
strídi	38	stríði	1
tyrkjar	38	! tyrkir	0
verzlunarmaður	38	verslunarmaður	1
vorid	38	vorið	1
adferd	37	aðferð	1
børnum	37	börnum	1
dauda	37	dauða	1
ekkért	37	ekkert	1
gledi	37	gleði	1
hønd	37	hönd	1
hvørja	37	hverja	1
konúnglega	37	konunglega	1
kyr	37	kyrr	1
leith	37	None	0
matth	37	None	0
meiníng	37	meining	1
nockra	37	nokkra	1
ritgjørd	37	ritgjörð	1
trje	37	tré	1
tvent	37	tvennt	1
ætlad	36	ætlað	1
allann	36	allan	1
bad	36	bað	1
borizt	36	borist	1
géfid	36	gefið	1
gjørdu	36	gjörðu	1
ikke	36	None	0
lagdi	36	lagði	1
málid	36	málið	1
meiga	36	mega	1
nockurn	36	nokkurn	1
nokkurum	36	nokkrum	1
rdl	36	None	0
skiftir	36	skiptir	1
sterling	36	None	0
vii	36	None	0
watts	36	None	0
áherzlu	35	áherslu	1
apt	35	!	0
dem	35	None	0
gángi	35	gangi	1
getid	35	getið	1
ix	35	None	0
loptið	35	loftið	1
stadinn	35	None	0
sudur	35	suður	1
tølu	35	tölu	1
tölubl	35	None	0
allstadar	34	allstaðar	0
december	34	desember	1
do	34	None	0
elzta	34	elsta	1
íslendíngum	34	Íslendingum	1
maurer	34	None	0
mistu	34	misstu	1
nu	34	None	0
okkr	34	okkur	1
ritad	34	ritað	1
skift	34	skipt	1
sumarid	34	sumarið	1
verzl	34	! versl	0
þarum	34	! þar um	0
all	33	None	0
andv	33	None	0
dec	33	! des	0
geingur	33	gengur	1
giptist	33	giftist	1
kendi	33	kenndi	1
kun	33	None	0
liggr	33	liggur	1
mentunar	33	menntunar	1
mèr	33	mér	1
ockur	33	okkur	1
sumstadar	33	sumstaðar	1
sydra	33	syðra	1
viðurkent	33	viðurkennt	1
þíngið	33	þingið	1
bádum	32	báðum	1
fengizt	32	fengist	1
fjeck	32	fékk	1
fyrv	32	! fyrrv	0
gjørir	32	gjörir	1
gódir	32	góðir	1
hendina	32	höndina	1
hjerumbil	32	! hér um bil	0
hvorutveggja	32	! hvoru tveggja	0
júnii	32	júní	1
lidi	32	liði	1
margarine	32	! margaríni	0
rædu	32	ræðu	1
rjettindi	32	réttindi	1
sezt	32	sest	1
thomsens	32	None	0
unnid	32	unnið	1
þared	32	! þar eð	0
þíngid	32	þingið	1
þridja	32	þriðja	1
braud	31	brauð	1
capituls	31	None	0
e	31	None	0
einhvørr	31	einhver	1
eptirleiðis	31	eftirleiðis	1
frønskum	31	frönskum	1
fyrverandi	31	fyrrverandi	1
géck	31	gekk	1
géra	31	gera	1
hvört	31	! [hvort, hvert]	0
johansen	31	None	0
kap	31	None	0
neðanm	31	None	0
ráðaneytið	31	! ráðuneytið	0
séd	31	séð	1
slept	31	sleppt	1
so	31	None	0
stgr	31	None	0
stødum	31	stöðum	1
þarámóti	31	! þar á móti	0
þeckja	31	þekkja	1
þjóda	31	þjóða	1
þýzkaland	31	Þýskaland	1
alle	30	None	0
di	30	None	0
eðr	30	eður	1
eptirleidis	30	eftirleiðis	1
fjeð	30	féð	1
gét	30	get	1
han	30	! hann	0
hjeruðum	30	héruðum	1
ita	30	None	0
kóngr	30	kóngur	1
lid	30	liði	1
liverpool	30	None	0
lønd	30	lönd	1
nefnil	30	None	0
nockrir	30	nokkrir	1
nordur	30	norður	1
prestr	30	prestur	1
svaradi	30	svaraði	1
svb	30	None	0
vidvíkjandi	30	viðvíkjandi	1
þjódólfur	30	Þjóðólfur	1
aug	29	None	0
bádir	29	báðir	1
danmark	29	! Danmörk	0
efter	29	None	0
frederikshavn	29	None	0
frid	29	frið	1
glasgow	29	None	0
grend	29	grennd	1
hvaraf	29	! hvar af	0
hvörs	29	! [hvers, hvors]	0
krapta	29	krafta	1
leidir	29	leiðir	1
mørgu	29	mörgu	1
nockrar	29	nokkrar	1
ordi	29	orði	1
prótestanta	29	None	0
reykjavíkurpósturinn	29	Reykjavíkurpósturinn	0
sjúklíngi	29	sjúklingi	1
skemtun	29	skemmtun	1
skrifad	29	skrifað	1
talad	29	talað	1
tídum	29	tíðum	1
xvi	29	None	0
þíngi	29	þingi	1
aukizt	28	aukist	1
bidja	28	biðja	1
bródur	28	bróður	1
fundid	28	fundið	1
gefr	28	gefur	1
gétr	28	getur	1
góðr	28	góður	1
jardar	28	jarðar	1
kénna	28	kenna	1
lika	28	líka	1
ljett	28	létt	1
myndazt	28	myndast	1
new	28	None	0
rádstøfun	28	ráðstöfun	1
rjettara	28	réttara	1
sendt	28	sent	1
tilgángur	28	tilgangur	1
transvaal	28	None	0
viljad	28	viljað	1
þjódarinnar	28	þjóðarinnar	1
alþíngis	27	alþingis	1
ameriku	27	Ameríku	1
ant	27	! ant	0
barnid	27	barnið	1
felt	27	fellt	1
frjettist	27	fréttist	1
gefid	27	gefið	1
gjørd	27	gjörð	1
have	27	None	0
héldt	27	hélt	1
krafizt	27	krafist	1
lidid	27	liðið	1
minstu	27	minnstu	1
næstk	27	None	0
nockurr	27	nokkur	1
rbdl	27	None	0
skrifadi	27	skrifaði	1
søgu	27	sögu	1
verzlan	27	verslun	1
verzlunarstjóri	27	verslunarstjóri	1
vørur	27	vörur	1
þorv	27	None	0
þýzkalands	27	Þýskalands	1
byrjadi	26	byrjaði	1
fjelagi	26	félagi	1
hvat	26	! hvað	0
hvör	26	! [hvor, hver]	0
júni	26	júní	1
lætr	26	lætur	1
leingur	26	lengur	1
medferd	26	meðferð	1
ødruvísi	26	öðruvísi	1
ønundur	26	Önundur	1
philos	26	None	0
samþykti	26	samþykkti	1
sjáfar	26	sjávar	1
skemtunar	26	skemmtunar	1
skipad	26	skipað	1
stærd	26	stærð	1
sýslumadur	26	sýslumaður	1
tídinda	26	tíðinda	1
velferd	26	velferð	1
verzlunarstjóra	26	verslunarstjóra	1
xxiii	26	None	0
þacka	26	þakka	1
þennann	26	þennan	1
þørf	26	þörf	1
adkomumadr	25	aðkomumaður	1
allr	25	allur	1
árliga	25	árlega	1
auðsjeð	25	auðséð	1
baud	25	bauð	1
brama-lífs-elixír	25	None	0
dannebroge	25	None	0
deres	25	None	0
engann	25	engan	1
esbjærg	25	None	0
farizt	25	farist	1
fimta	25	fimmta	1
fólkid	25	fólkið	1
hlýtar	25	hlítar	1
íslenzki	25	íslenski	1
kensla	25	kennsla	1
kh	25	None	0
mai	25	maí	1
maii	25	maí	1
martz	25	mars	1
midur	25	miður	1
nádi	25	náði	1
öngu	25	engu	1
peking	25	None	1
proclama	25	None	0
rjettur	25	réttur	1
schweizer	25	None	0
sífelt	25	sífellt	1
snild	25	snilld	1
søgdu	25	sögðu	1
strídinu	25	stríðinu	1
tekr	25	tekur	1
veizt	25	veist	1
vídast	25	víðast	1
windischgrätz	25	None	0
y	25	None	0
yðr	25	yður	1
æfisögu	24	ævisögu	1
byskup	24	biskup	1
danmørk	24	Danmörk	1
etazráð	24	None	0
fánga	24	fanga	1
fjenu	24	fénu	1
framm	24	fram	1
friðrikshöfn	24	Friðrikshöfn	0
fridur	24	friður	1
geck	24	gekk	1
geingid	24	gengið	1
gengid	24	gengið	1
hundrud	24	hundruð	1
hvørjir	24	hverjir	1
júris	24	None	0
kend	24	kennd	1
kølludu	24	kölluðu	1
konúngar	24	konungar	1
lángan	24	langan	1
milliónir	24	milljónir	1
n	24	None	0
naudsyn	24	nauðsyn	1
nl	24	None	0
nóvbr	24	None	0
orsøk	24	orsök	1
ráðaneytinu	24	! ráðuneytinu	0
rjeði	24	réði	1
sídr	24	síður	1
sjed	24	séð	1
stadid	24	staðið	1
stínga	24	stinga	1
stríds	24	stríðs	1
veizlu	24	veislu	1
verzlunarm	24	verslunarm	0
viðskifti	24	viðskipti	1
ymsum	24	ýmsum	1
zöllner	24	None	0
ab	23	None	0
ærid	23	ærið	1
algjørlega	23	algjörlega	1
allranádugast	23	allranáðugast	0
bj	23	None	0
brezka	23	breska	1
brúkad	23	brúkað	1
bygðu	23	byggðu	1
druknaði	23	drukknaði	1
eingan	23	engan	1
eingu	23	engu	1
géfur	23	gefur	1
hannover	23	None	0
heyrzt	23	heyrst	1
høndum	23	höndum	1
hsi	23	None	0
kaupendr	23	kaupendur	1
konúngurinn	23	konungurinn	1
láu	23	! lágu	0
laungun	23	löngun	1
leingd	23	lengd	1
millíón	23	milljón	1
mintist	23	minntist	1
nyvej	23	None	0
ödrum	23	öðrum	1
pesth	23	None	0
prótestantar	23	None	0
reikníng	23	reikning	1
settr	23	settur	1
síðr	23	síður	1
tídindi	23	tíðindi	1
wathnes	23	None	0
yckur	23	ykkur	1
ýngri	23	yngri	1
þekkíngu	23	þekkingu	1
þur	23	þurr	1
þýdskalands	23	Þýskalands	1
afskifti	22	afskipti	1
ályktad	22	ályktað	1
björnson	22	None	0
bodid	22	boðið	1
breyzt	22	breyst	1
chicago	22	None	0
desbr	22	None	0
egi	22	eigi	1
feingið	22	fengið	1
fjelaginu	22	félaginu	1
fjelags	22	félags	1
fjelögum	22	félögum	1
fjølda	22	fjölda	1
gért	22	gert	1
görgey	22	None	0
gudi	22	guði	1
heidur	22	heiður	1
hélzt	22	hélst	1
hjeraði	22	héraði	1
hvörn	22	! [hvorn, hvern]	0
islendingar	22	Íslendingar	1
jørdin	22	jörðin	1
jørdina	22	jörðina	1
kaffe	22	! kaffi	0
lángtum	22	langtum	1
meiníngar	22	meiningar	1
midt	22	mitt	1
mikin	22	mikinn	1
minníngu	22	minningu	1
misl	22	None	0
módir	22	móðir	1
nærsta	22	næsta	1
ødlast	22	öðlast	1
poestion	22	None	0
rbdli	22	None	0
sè	22	séð	1
svipstundu	22	None	0
tíl	22	! til	0
undanførnu	22	undanförnu	1
verzlunarmenn	22	verslunarmenn	1
vigilantia	22	None	0
virðingarfylst	22	virðingarfyllst	1
xii	22	None	0
york	22	None	0
ætludu	21	ætluðu	1
annarstadar	21	annarstaðar	1
arnason	21	! Árnason	0
athøfnum	21	athöfnum	1
bedste	21	None	0
bída	21	bíða	1
bjóda	21	bjóða	1
bókmenta	21	bókmennta	1
búizt	21	búist	1
bygðar	21	byggðar	1
byggíngar	21	byggingar	1
einhvørn	21	einhvern	1
enu	21	! hinu	0
frjettum	21	fréttum	1
gjæti	21	gæti	1
gunnlögsson	21	! Gunnlaugsson	0
helzti	21	helsti	1
herlid	21	herlið	1
høfundrinn	21	höfundurinn	1
hreppstj	21	None	0
hundr	21	hundur	1
hvörjum	21	hverjum	1
hvørrar	21	! [hverrar, hvorrar]	0
johnny	21	None	0
kenslan	21	kennslan	1
kláðamálinu	21	None	0
kraptar	21	kraftar	1
kvad	21	kvað	1
leingra	21	lengra	1
lokid	21	lokið	1
loptinu	21	loftinu	1
magyörum	21	None	0
metid	21	metið	1
nærfelt	21	nærfellt	1
nockurt	21	nokkurt	1
octóber	21	október	1
øre	21	None	0
prentud	21	prentuð	1
schweiz	21	None	0
sézt	21	sést	1
sk	21	None	0
strídid	21	stríðið	1
suðurmúlasýslu	21	Suður-Múlasýslu	1
tægi	21	tagi	1
thórarensen	21	Thorarensen	1
tilgángr	21	tilgangur	1
vørum	21	vörum	1
yzt	21	yst	1
þángadtil	21	! þangað til	0
æfintýri	20	ævintýri	1
arid	20	! árið	0
berlin	20	Berlín	1
beztur	20	bestur	1
bókþryckjara	20	bókþrykkjara	0
bord	20	borð	1
brauzt	20	braust	1
calderwood	20	None	0
dáid	20	dáið	1
dskr	20	None	0
einhverstaðar	20	einhverstaðar	0
elzti	20	elsti	1
fángelsi	20	fangelsi	1
fjelög	20	félög	1
fordum	20	forðum	1
formadur	20	formaður	1
gétum	20	getum	1
glögt	20	glöggt	1
høfudid	20	höfuðið	1
iceland	20	None	0
kendur	20	kenndur	1
konúngl	20	None	0
krapt	20	kraftar	1
lehmann-filhés	20	None	0
litid	20	! [litið, lítið]	0
ljeti	20	léti	1
lm	20	None	0
loyola	20	None	0
marts	20	! mars	0
módur	20	móður	1
niðurl	20	None	0
nr	20	None	0
ófriðnum	20	None	0
októbr	20	None	0
orda	20	orða	1
øsku	20	ösku	1
rjettir	20	réttir	1
samvizku	20	samvisku	1
sigf	20	None	0
sigurðr	20	Sigurður	1
skemdum	20	skemmdum	1
skemtanir	20	skemmtanir	1
smál	20	None	0
stephán	20	! Stefán	0
stilt	20	stillt	1
tilgáng	20	tilgang	1
únga	20	unga	1
vedur	20	veður	1
verzlunarblað	20	verslunarblað	1
þarámót	20	! þar á mót	0
þíngmenn	20	þingmenn	1
þorst	20	None	0
þurt	20	þurrt	1
álítast	19	None	0
árídandi	19	áríðandi	1
barizt	19	barist	1
beztar	19	bestar	1
bls	19	None	0
bókverzlun	19	bókverslun	1
bónaparte	19	None	0
bygður	19	byggður	1
deydi	19	deyði	1
díbitsh	19	None	0
einkanliga	19	einkanlega	1
einstøku	19	einstöku	1
fjærri	19	fjarri	1
fjelaga	19	félaga	1
fjellu	19	féllu	1
framhaldid	19	framhaldið	1
gáng	19	gang	1
gégnum	19	gegnum	1
gengr	19	gengur	1
getad	19	getað	1
gizka	19	giska	1
góds	19	góðs	1
gudmundsson	19	Guðmundsson	1
gyldandi	19	gildandi	1
héraf	19	! hér af	0
hríd	19	hríð	1
hvadan	19	hvaðan	1
isl	19	None	0
íslendsku	19	íslensku	1
kjørfursta	19	kjörfursta	1
konúnga	19	konunga	1
leidt	19	leitt	1
leizt	19	leist	1
lengr	19	lengur	1
lízt	19	líst	1
mánadar	19	mánaðar	1
møgulegt	19	mögulegt	1
nidr	19	niður	1
ockar	19	okkar	1
oflangt	19	! of langt	0
our	19	None	0
petersens	19	None	0
prentadur	19	prentaður	1
rædur	19	ræður	1
reglugjørd	19	reglugjörð	1
rjettast	19	réttast	1
rjettindum	19	réttindum	1
rjettum	19	réttum	1
rvp	19	None	0
sjerlega	19	sérlega	1
skédi	19	skeði	1
skilid	19	skilið	1
skoda	19	skoða	1
søgur	19	sögur	1
soldáni	19	None	0
stephánsson	19	! Stefánsson	0
tons	19	! tonns	0
vídar	19	víðar	1
videyar	19	Viðeyjar	1
white	19	None	0
xiv	19	None	0
yfirhøfud	19	yfirhöfuð	1
þækti	19	þætti	1
þeckíngu	19	þekkingu	1
þettad	19	þetta	1
þóktist	19	þóttist	1
þykt	19	þykkt	1
ædstu	18	æðstu	1
annadhvort	18	annaðhvort	1
bleikálu	18	None	0
brandes	18	None	0
brjefum	18	bréfum	1
brydes	18	None	0
býdur	18	býður	1
dimt	18	dimmt	1
drachmann	18	None	0
einhvør	18	einhver	1
enir	18	! hinir	0
fallid	18	fallið	1
fjelögin	18	félögin	1
fjøllum	18	fjöllum	1
haldizt	18	haldist	1
halífax	18	None	0
he	18	None	0
hingad	18	hingað	1
iðnaðarmannahúsinu	18	None	0
kalladi	18	kallaði	1
kaupmønnum	18	kaupmönnum	1
kaupstad	18	kaupstað	1
krieger	18	None	0
lauru	18	None	0
lesid	18	lesið	1
lítr	18	lítur	1
madurinn	18	maðurinn	1
melanchton	18	None	0
mtr	18	None	0
napoleons	18	None	0
nokkurstaðar	18	nokkurstaðar	0
nordurálfunni	18	norðurálfunni	1
nýar	18	nýjar	1
ö	18	None	0
oc	18	None	0
öldúngis	18	öldungis	1
orkt	18	ort	1
rdd	18	None	0
reykjavik	18	Reykjavík	1
san	18	None	0
sauðfje	18	sauðfé	1
simpson's	18	None	0
sjeum	18	séum	1
sjódsins	18	sjóðsins	1
søkum	18	sökum	1
sra	18	None	0
strídsmanna	18	stríðsmanna	1
thóroddsen	18	Thoroddsen	1
tvø	18	tvö	1
veiztu	18	veistu	1
verzlunarhús	18	verslunarhús	1
xiii	18	None	0
xviii	18	None	0
þanninn	18	! þannig	0
þarí	18	! þar í	0
þóktu	18	þóttu	1
þurka	18	þurrka	1
þýzkum	18	þýskum	1
afarmikið	17	! afar mikið	0
álptanesi	17	Álftanesi	1
alúd	17	alúð	1
bændr	17	bændur	1
benedizkunnar	17	! benediskunnar	0
björnstjerne	17	None	0
bodi	17	boði	1
breytíngar	17	breytingar	1
denne	17	None	0
ec	17	None	0
einstøkum	17	einstökum	1
faung	17	föng	1
fèlagid	17	félagið	1
fjárkláðamálið	17	None	0
fjelagar	17	félagar	1
fjøldi	17	fjöldi	1
fl	17	None	0
framgáng	17	framgang	1
fronde	17	None	0
gevinster	17	None	0
gipt	17	gift	1
